"";"indicator";"code";"estimate";"stddev";"nsource";"pctrank";"pctranklower";"pctrankupper";"eiu";"prs";"wmo";"scalemean";"scalesd";"extreme_event"
"8960";"rl";"LBN";-0,852763473987579;0,00285977125167847;11;21,9047622680664;11,9047622680664;29,0476188659668;0;0;0,277777777777778;0,0547459125518799;0,968900978565216;0
"8961";"rl";"LBN";-0,905838549137115;-0,00663025677204132;10;19,0476188659668;11,4285717010498;27,619047164917;0;-0,166666666666667;0,277777777777778;0,0561713017523289;0,970291793346405;1
"8962";"rl";"LBN";-1,09179306030273;0,0108712464570999;9;14,7619047164917;7,14285707473755;22,380952835083;-0,0625;0;0,277777777777778;0,0516199395060539;0,969467401504517;0
"8963";"rl";"LBN";-1,10306346416473;0,0131923854351044;8;13,6792449951172;7,07547187805176;23,1132068634033;0;0;0,277777777777778;0,0472667515277863;0,967424690723419;1
"8964";"rl";"LBN";-1,16507518291473;0,000170096755027771;8;13,2075471878052;6,60377359390259;20,7547168731689;-0,03125;0;0,277777777777778;0,0446577444672585;0,964697241783142;0
"8965";"rq";"LBN";-0,088819295167923;0,0210098028182983;4;-5,43478202819824;-2,17391204833984;-4,34782409667969;0;0,454545454545454;0,4375;0,00315314158797264;0,947820663452148;0
"8966";"rq";"LBN";0,0121978521347046;-0,0250877141952515;4;1,08695602416992;-0,543478965759277;0,543476104736328;0;0,545454545454545;0,4375;-0,005150206387043;0,954105138778687;0
"8967";"rq";"LBN";0,0668574571609497;-0,0849262326955795;6;8,4841365814209;6,40423107147217;-1,37779235839844;0;0,727272727272727;0,4375;0,00509911775588989;0,960632681846619;0
"8968";"rq";"LBN";0,269871756434441;-0,0275289863348007;5;12,972972869873;15,6756763458252;5,4054069519043;0;0,727272727272727;0,5625;-0,00430459901690483;0,97344034910202;0
"8969";"rq";"LBN";0,0525364354252815;0,00461763143539429;6;-0,648109436035156;1,50867080688477;2,77262496948242;0;0,772727272727273;0,545;0,00184692442417145;0,954932332038879;0
"8970";"rq";"LBN";-0,0843710228800774;-0,0285948663949966;6;-0,753585815429688;-2,53145980834961;-5,80918884277344;0;0,681818181818182;0,5625;0,0205878522247076;0,975767910480499;0
"8971";"rq";"LBN";-0,0936391353607178;0,0337603539228439;7;-4,41176605224609;-7,35294151306152;-1,47058868408203;0,2;0,681818181818182;0,5;-0,0107166822999716;0,9677414894104;0
"8972";"rq";"LBN";-0,0698575675487518;0,00808842480182648;7;-4,8162956237793;-4,64972305297852;-1,98458099365234;0;0,681818181818182;0,4375;-0,0152633935213089;0,951723992824554;0
"8973";"rq";"LBN";0,00524196028709412;-0,00579306483268738;7;3,3980598449707;2,42718505859375;0,970874786376953;0;0,681818181818182;0,4375;-0,000785935670137405;0,952464818954468;1
"8974";"rq";"LBN";0,237086050212383;-0,0122641772031784;7;6,53597640991211;9,18613624572754;4,49667739868164;0;0,681818181818182;0,4375;0,000221777707338333;0,954128801822662;0
"8975";"rq";"LBN";0,123941911384463;-0,00307320058345795;8;2,3923454284668;6,22009658813477;4,30622100830078;0,05;0,681818181818182;0,4375;0,00111901760101318;0,948162198066711;0
"8976";"rq";"LBN";-0,143223395571113;-0,00764790177345276;9;-2,87761688232422;-6,56023788452148;-6,27678680419922;0;0,590909090909091;0,4375;0,00180090963840485;0,954115867614746;0
"8977";"rq";"LBN";-0,0162938386201859;0,0162513703107834;9;-3,31753540039062;-1,42180252075195;1,42179870605469;0;0,545454545454545;0,4375;0,0184827093034983;0,947665274143219;0
"8978";"rq";"LBN";0,0564237758517265;-0,00288106501102448;9;2,36967086791992;3,31753540039062;2,36967086791992;0;0,545454545454545;0,4375;-0,000702874734997749;0,95167863368988;0
"8979";"rq";"LBN";-0,214647315442562;0,00929786264896393;9;-7,45534133911133;-9,07537269592285;-6,35025787353516;0;0,545454545454545;0,25;0,00803818367421627;0,937564015388489;0
"8980";"rq";"LBN";-0,070133775472641;-0,0055122971534729;9;-0,879123687744141;-1,2225284576416;-1,93681335449219;0;0,636363636363636;0,25;0,0124834495363757;0,937797725200653;1
"8981";"rq";"LBN";-0,0512111186981201;0,00561797618865967;9;-3,33333206176758;-3,33333206176758;-0,476188659667969;0;0,681818181818182;0,166666666666667;-0,0100994574604556;0,929906666278839;0
"8982";"rq";"LBN";0,0381534397602081;-0,00766196846961975;9;-0,476188659667969;2,85714149475098;0,476188659667969;0;0,681818181818182;0,166666666666667;-0,00162773113697767;0,931804716587067;0
"8983";"rq";"LBN";-0,0760008692741394;-0,0003175288438797;9;-2,85714340209961;-3,80952262878418;-2,85713958740234;0;0,590909090909091;0,166666666666667;0,00511325988918543;0,927863955497742;0
"8984";"rq";"LBN";-0,078228622674942;-0,00236308574676514;9;-2,38095474243164;-6,19047737121582;-3,80952453613281;0;0,545454545454545;0,166666666666667;0,00546611403115094;0,929350018501282;0
"8985";"rq";"LBN";-0,23596453666687;0,0170667320489883;8;-8,57142639160156;-5,71428489685059;-7,61904907226562;-0,1;0,5;0,166666666666667;0,00743630365468562;0,926646053791046;1
"8986";"rq";"LBN";-0,136314988136292;0,00636239349842072;7;-5,71428680419922;-1,90476226806641;-4,76190567016602;0;0,545454545454545;0,166666666666667;-0,00155710568651557;0,928502559661865;0
